longitude,latitude,rzvr_id,name_en,name_fa,morphology,topography,primary_period,lithics,ceramics,architecture,other_finds,archaeological,photo1_id,photo2_id,photo3_id,photo4_id,photo5_id
46.9506767115645,34.7130893422176,"94",Tappeh Koucheck Salaar Abad,,tell,,neolithic,"0","0","0","0","1",,,,,
46.9638796537515,34.7172901982603,"87",Chesmeh Kabood,,flat_open_air,slope,chalco,"0","1","0","1","1",,,,,
46.9655445759052,34.7161746111844,"88",Chesmeh Kabood Spring B,,spring,slope,,"0","0","0","0","1",,,,,
47.013800469582,34.6946824337924,"70",Teppeh Soorni Sofla,,tell,alluvial_plain,historic,"0","1","0","1","1",RZVR_CAM1A_2018_1021,RZVR_CAM1A_2018_1027,,,
47.0093530785601,34.6787718441567,"55",Kisaleh ,,flat_open_air,slope,early_prehistoric,"1","0","0","0","1",RZVR_CAM1A_2018_0681,,,,
47.1259688428396,34.6644509515189,"20",Pir Kashan,پیر کاشان,raw_material,ridge,,"0","0","0","0","0",RZVR_CAM1A_2018_0191,,,,
47.1060071454154,34.6977706334486,"73",Teppeh Ghorestan (Ghabrestan),,tell,slope,historic,"0","1","0","1","1",RZVR_CAM1B_2018_0040,RZVR_CAM1B_2018_0039,,,
47.0934610193792,34.7171963427321,"76",Khere Kamshor,خر کمشور,flat_open_air,alluvial_plain,historic,"0","1","0","0","1",RZVR_CAM1B_2018_0098,RZVR_CAM1B_2018_0100,,,
47.0835346125231,34.6733762491124,"78",La Gamalan B,,flat_open_air,slope,historic,"0","1","0","0","1",RZVR_CAM1B_2018_0121,RZVR_CAM1B_2018_0122,,,
47.1886119340558,34.6068310634578,"71",Cave 71,,cave,ridge,early_prehistoric,"1","1","0","0","1",RZVR_CAM1A_2018_1046,RZVR_CAM1A_2018_1065,,,
47.1445952622091,34.6579458843419,"16",Darab ,دراب,raw_material,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0157,RZVR_CAM1A_2018_0159,,,
47.1352700477077,34.6735381158452,"19",Kani Jenak B,کانی جنک بی,raw_material,,,"0","0","0","0","0",RZVR_CAM1A_2018_0185,,,,
47.1368806752241,34.6735879136762,"18",Kani Jenak A,,raw_material,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0180,,,,
47.0691969461881,34.6993349071251,"91",Teppeh Elie,,tell,slope,chalco,"0","1","1","1","1",,,,,
46.9223466692396,34.7214534566264,"64",Teppeh Shafie,,tell,alluvial_plain,historic,"1","1","0","0","1",RZVR_CAM1A_2018_0870,,,,
46.9087259918294,34.7299406268292,"1",Teppeh Qayswand,,tell,alluvial_plain,chalco,"0","1","0","0","1",,,,,
47.0578587931302,34.6822976243204,"81",Teppeh Mousha Khan A,,tell,slope,chalco,"1","1","0","1","1",,,,,
47.1254373256534,34.6617445600252,"21",Kani Cherkaw,کانی چرک او,spring,alluvial_plain,,"0","0","0","0","0",RZVR_CAM1A_2018_0190,RZVR_CAM1A_2018_0191,,,
47.0453302724413,34.663959947948,"50",Shak Sarberya A,شک سربریا ۱,flat_open_air,slope,middlepal,"1","0","0","0","1",,,,,
47.1525997531863,34.619436095782,"25",Ben Zard B,بن زرد ب,flat_open_air,,early_prehistoric,"1","1","1","0","1",RZVR_CAM1A_2018_0250,,,,
46.9074537287677,34.7126220089143,"65",Spring 65,,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0864,,,,
47.1540966947242,34.6126741314199,"27",Ghabrestane Sar Zameleh, قبرستان سر زامله,flat_open_air,,upperpal,"1","1","1","0","1",RZVR_CAM1A_2018_0226,,,,
47.0460275635389,34.6709153140242,"52",Teppeh Khani,,tell,alluvial_plain,late_prehistoric,"0","1","0","0","1",RZVR_CAM1A_2018_0595,RZVR_CAM1A_2018_0599,,,
47.0397728154265,34.6706330974147,"53",Baba Khan,چشمه باباخان,flat_open_air,slope,early_prehistoric,"1","0","0","0","1",RZVR_CAM1A_2018_0619,RZVR_CAM1A_2018_0624,,,
47.0336738361212,34.6675420615798,"58",Anjir Shamāmeh,,flat_open_air,slope,neolithic,"1","0","0","0","1",RZVR_CAM1A_2018_0737,,,,
47.0475169440744,34.7186048335952,"89",Kharman Ja,,flat_open_air,slope,late_prehistoric,"0","1","0","0","1",,,,,
47.1082806202841,34.7177528831622,"75",Teppeh Deh Kohneh,,tell,slope,historic,"0","1","0","0","1",RZVR_CAM1B_2018_0089,RZVR_CAM1B_2018_0090,,,
47.1052087442833,34.6015113098715,"40",Meleh Mameh A,چشمه مله مامه آ,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0493,,,,
47.106528316886,34.7070197584883,"74",Sheikh Aali,,tell,slope,historic,"0","1","0","0","1",RZVR_CAM1B_2018_0074,RZVR_CAM1B_2018_0080,,,
46.9681245016176,34.7179518853598,"85",Teppeh Boocheg,,tell,slope,chalco,"1","1","0","0","1",RZVR_CAM1B_2018_0184,RZVR_CAM1B_2018_0195,,,
47.1265463363769,34.6048537694436,"29",Khosh Ghaye Rockshelter,خوش غایه,cave,slope,upperpal,"1","1","0","1","1",RZVR_CAM1A_2018_0341,RZVR_CAM1A_2018_0294,,,
47.1621187972135,34.6255080255619,"2",Takhte Zolikha A,تخت زلیخا ۱,spring,alluvial_plain,,"0","0","0","0","0",,,,,
47.1353176025459,34.6089370594501,"31",Zameleh,زامله,flat_open_air,slope,,"1","0","0","0","1",RZVR_CAM1A_2018_0313,,,,
47.1357724366765,34.6089844952162,"32",Zameleh Spring,چشمه زامله,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0319,,,,
47.1203367832512,34.6076057380153,"33",Posht Kamareh,پشت کمره,flat_open_air,slope,middlepal,"1","0","0","0","1",RZVR_CAM1A_2018_0363,RZVR_CAM1A_2018_0364,,,
47.1173635745197,34.611389135726,"36",Kani Zal C,کانی زل c,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0386,,,,
47.1154502318604,34.6183780724788,"38",Kani Zal D,کانی زل دی,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0397,,,,
47.0682223118511,34.6603845863138,"90",Ban Ghaorestan,,flat_open_air,alluvial_plain,chalco,"0","1","0","0","1",,,,,
46.9528118855697,34.6981018970695,"61",Kani Deruzen,,spring,alluvial_plain,,"0","0","0","0","0",RZVR_CAM1A_2018_0776,,,,
46.9246940221867,34.7031630025562,"62",Kooreh Khaneh,,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0823,,,,
46.9816540178566,34.7024613134831,"59",Teppeh Kalaweh,,tell,alluvial_plain,historic,"0","1","0","0","1",RZVR_CAM1A_2018_0750,RZVR_CAM1A_2018_0754,,,
47.1790387068421,34.6331345347133,"3",Stream 3,,other,slope,,"0","0","0","0","0",,,,,
47.0448644370399,34.6655465451122,"51",Shak Sarberya B,شک سربریا ۲,flat_open_air,slope,middlepal,"1","0","0","0","1",RZVR_CAM1A_2018_0590,,,,
46.9651849821426,34.7186737159263,"86",Chesmeh Kabood Spring A,,spring,slope,,"0","0","0","0","0",,,,,
47.1077110320025,34.6381288079509,"93",Gholam B,,flat_open_air,,neolithic,"0","0","0","0","1",,,,,
47.1705558643488,34.6382462134226,"5",Spring 5,,spring,slope,,"0","0","0","0","0",,,,,
47.1608438399551,34.6465813288516,"13",Gandab B,گنداب بی,spring,slope,,"0","1","0","1","0",RZVR_CAM1A_2018_0143,,,,
46.9506460196305,34.711282534557,"68",Teppeh Salaar Abad,,tell,alluvial_plain,neolithic,"1","1","0","1","1",RZVR_CAM1A_2018_0962,RZVR_CAM1A_2018_0956,RZVR_CAM1A_2018_0957,,
47.1553614829529,34.6484614634042,"12",Gandab A,گنداب ای,spring,slope,late_prehistoric,"0","1","0","1","0",RZVR_CAM1A_2018_0140,,,,
47.0955879353865,34.6101814709705,"39",Darvan Wezmeleh Caves,تنگه درون وزمله,cave,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0446,RZVR_CAM1A_2018_0453,RZVR_CAM1A_2018_0474,RZVR_CAM1A_2018_0478,
47.0950561863459,34.6183007666436,"49",Wezmeleh,محوطه وزمله,flat_open_air,slope,middlepal,"1","0","0","0","1",RZVR_CAM1A_2018_0575,RZVR_CAM1A_2018_0577,,,
47.1282917841638,34.6058931564791,"28",Khosh Ghaye Spring,چشمه خوش غایه,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0287,,,,
47.0761727606525,34.6369035539521,"46",Saraw (Sarab) Shah Hussein,سراو (سراب) شاه حسین,spring,alluvial_plain,epipal,"1","0","0","0","1",RZVR_CAM1A_2018_0542,,,,
46.9692472820427,34.7197725322803,"84",Teppeh Gowra,,tell,slope,chalco,"0","1","0","1","1",RZVR_CAM1B_2018_0176,RZVR_CAM1B_2018_0180,,,
47.1702203918363,34.6490797967976,"7",Spring 7,,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0102,RZVR_CAM1A_2018_0103,RZVR_CAM1A_2018_0104,,
47.1747997606798,34.6480434951234,"6",Spring 6,,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0097,RZVR_CAM1A_2018_0098,RZVR_CAM1A_2018_0099,,
47.1089707137093,34.6015503555371,"41",Meleh Mameh B,چشمه مله مامه ب,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0500,,,,
46.9833055427955,34.7159717026987,"69",Teppeh Kona Chalegeh,,tell,alluvial_plain,historic,"1","1","0","1","1",RZVR_CAM1A_2018_1010,RZVR_CAM1A_2018_1014,,,
